Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default
59,67469,228620,842,96,2,17.53,24,0.71,0
31,73071,85766,845,31,1,13.99,60,0.37,0
55,42993,217331,614,112,3,13.86,36,0.44,0
22,132725,39779,403,93,1,11.85,36,0.33,0
65,130185,220930,681,44,2,18.38,60,0.27,0
51,51492,189912,525,58,3,2.63,60,0.69,0
22,80874,19334,795,90,1,10.59,24,0.26,1
18,79306,140689,640,91,1,10.41,36,0.39,0
59,97178,106027,446,3,1,7.49,48,0.66,0
20,49224,232494,411,35,1,18.79,24,0.37,1
56,49562,230403,621,8,1,24.76,12,0.75,0
53,39863,232775,482,56,1,7.93,24,0.69,0
18,26756,106012,748,58,2,16.67,36,0.4,0
59,125420,112085,362,112,4,23.27,60,0.21,0
31,90546,75461,421,119,2,12.43,60,0.57,0
61,93356,139060,326,20,2,10.55,24,0.19,0
19,68245,195114,643,5,2,8.31,12,0.39,0
48,82248,87138,558,104,1,15.94,36,0.62,0
68,32864,27009,361,63,1,6.74,60,0.23,0
56,91155,51513,817,9,3,7.91,24,0.61,0
41,114424,36745,526,8,3,24.1,24,0.12,0
26,148520,22229,751,111,2,8.59,12,0.59,0
19,101443,214435,695,30,3,19.2,12,0.54,0
32,95499,238533,606,9,1,21.56,24,0.13,0
62,21931,8954,476,76,3,19.77,24,0.7,0
23,90325,43387,310,91,4,23.8,12,0.65,0
23,140873,63667,322,32,3,5.97,48,0.41,0
52,123973,129789,755,7,2,21.34,48,0.73,0
21,30550,200970,790,104,3,8.6,48,0.6,0
35,86349,231513,414,101,1,15.77,12,0.61,0
53,92565,188873,347,86,3,24.57,24,0.56,0
58,37870,5288,473,23,3,24.62,24,0.59,0
30,33704,75391,522,116,2,12.92,12,0.23,0
53,123268,229918,774,11,2,10.73,60,0.85,0
58,99511,97502,411,29,4,21.2,48,0.75,0
23,103097,227491,674,112,3,16.33,36,0.81,1
21,70088,194888,599,12,2,5.31,60,0.28,0
23,61772,65623,378,53,1,9.97,48,0.74,1
58,35641,234098,734,66,2,21.16,36,0.67,1
21,41453,59714,641,99,1,20.67,36,0.73,0
38,96438,134137,553,67,4,7.88,60,0.13,0
54,143292,112722,664,96,1,23.29,60,0.86,0
60,102913,152321,431,108,2,21.57,24,0.9,0
61,83744,99845,563,117,1,20.43,24,0.74,1
68,72761,66079,707,45,4,22.78,24,0.24,0
35,84308,216440,659,91,3,16.67,12,0.86,0
51,18840,79004,785,0,4,11.16,24,0.39,0
32,81810,106817,659,47,4,14.52,36,0.49,0
62,59484,240274,795,15,3,6.77,12,0.19,0
49,53076,119419,556,46,4,19.03,36,0.21,0
35,76837,111078,607,11,3,23.43,12,0.37,0
34,27115,101935,427,81,1,15.18,24,0.49,0
68,61266,101867,559,103,2,14.59,12,0.33,0
56,107079,99196,535,83,4,13.64,12,0.8,0
60,112170,136693,403,18,1,9.28,24,0.85,0
38,128951,44662,518,36,1,15.49,24,0.33,0
28,43865,38439,678,94,3,24.69,60,0.62,0
54,57665,115710,458,49,3,15.07,12,0.89,0
18,119238,101231,333,9,2,23.25,24,0.22,1
22,51382,210397,583,116,1,11.98,48,0.85,0
20,51774,94139,337,73,4,13.96,12,0.33,0
49,39019,88808,633,40,3,23.65,36,0.7,0
52,51269,16410,629,71,2,17.02,12,0.74,0
41,45358,134947,807,97,2,10.12,48,0.29,0
59,148567,247062,342,76,3,14.78,60,0.7,0
66,120682,117429,543,51,3,21.49,36,0.67,0
48,69754,207603,375,36,1,17.56,60,0.24,0
68,107309,55892,834,98,4,12.47,12,0.3,0
36,122917,29103,436,67,3,13.73,48,0.78,0
60,21088,129643,327,104,4,6.79,48,0.2,0
47,30687,34818,485,68,1,16.58,36,0.35,0
58,69886,218084,543,101,3,18.81,60,0.88,0
34,144435,168924,727,80,3,8.31,24,0.47,0
44,124892,94899,357,116,4,2.51,60,0.63,0
31,115131,17025,476,92,2,11.76,24,0.18,0
18,78256,19249,659,12,1,23.53,12,0.18,0
60,107583,44072,383,109,3,6.98,60,0.67,1
46,148122,144111,730,110,1,16.77,60,0.39,0
68,52090,216850,778,17,4,12.39,48,0.29,0
43,28406,67993,394,80,2,22.62,36,0.65,0
41,51022,55389,369,118,4,10.9,48,0.4,0
57,52614,70669,527,25,2,4.18,24,0.72,0
29,86345,34847,749,40,3,6.85,60,0.74,0
34,36680,150143,844,64,4,7.9,12,0.74,0
27,55863,113887,731,34,2,6.68,48,0.37,0
40,92558,232451,512,75,2,23.65,48,0.74,0
28,126911,68441,404,9,3,9.47,24,0.25,0
36,139741,135695,745,22,2,23.76,12,0.31,0
24,100721,186161,522,82,3,15.58,24,0.87,0
38,121632,193093,766,91,2,3.16,48,0.61,0
65,31929,112423,445,1,1,17.28,60,0.58,0
19,49078,8620,375,33,3,23.37,60,0.33,0
42,83778,99079,754,116,1,17.54,60,0.39,0
55,142026,228807,334,7,3,9.44,36,0.63,0
49,48773,125027,527,71,2,20.24,48,0.52,0
25,37754,184097,476,106,4,9.08,12,0.51,0
43,131065,134863,832,3,2,15.23,36,0.75,0
63,41258,198492,301,80,2,22.5,60,0.39,0
54,33851,121294,676,66,3,12.87,12,0.88,0
65,54217,207978,712,59,2,9.81,24,0.53,0
65,149855,32893,813,76,4,18.64,12,0.6,0
34,40954,240477,782,118,3,10.0,60,0.64,0
45,24783,238052,743,16,1,11.08,36,0.79,0
67,81264,62739,302,95,1,20.04,36,0.5,0
19,66176,60948,767,37,4,5.06,12,0.11,0
37,22861,183067,474,81,3,4.16,36,0.14,0
68,129573,240485,540,91,1,13.64,12,0.85,0
66,39079,159307,363,26,2,15.15,48,0.73,0
59,20446,124077,337,61,1,17.32,12,0.64,0
34,92398,12055,737,73,1,5.7,60,0.82,0
33,77101,109614,763,85,2,8.91,48,0.49,0
40,58265,26952,516,45,1,3.14,24,0.81,0
43,77259,128464,496,31,3,6.57,36,0.18,0
31,94269,181736,664,84,3,11.77,24,0.31,0
51,67538,100741,839,86,4,22.16,60,0.74,0
30,82056,139725,783,45,2,4.25,60,0.25,0
65,39739,144905,843,21,2,17.51,24,0.41,0
31,44366,73918,704,11,3,22.15,36,0.2,0
69,65255,17474,668,18,1,7.11,36,0.12,0
60,101270,45212,373,72,2,15.12,36,0.22,0
63,135661,18526,604,48,4,18.61,12,0.26,0
50,130430,59686,780,5,1,21.61,48,0.37,0
36,113357,52305,687,68,1,20.3,12,0.75,1
34,70725,232727,380,105,2,2.01,24,0.19,0
66,51356,175324,452,96,4,3.79,36,0.81,0
46,16404,174683,589,98,4,8.21,48,0.36,0
44,116115,74411,496,39,1,7.78,36,0.48,0
54,127759,7035,547,82,4,16.0,60,0.28,0
25,16214,127129,626,100,1,20.6,60,0.48,0
62,149465,123754,435,16,4,9.78,48,0.84,0
33,61804,18490,666,109,4,20.64,12,0.61,0
19,122667,182586,451,47,3,24.65,36,0.63,0
49,119201,135276,664,23,2,5.18,24,0.39,0
22,57174,136516,317,34,3,6.13,12,0.86,1
47,98494,169534,622,20,3,4.07,48,0.3,0
56,101069,242361,334,0,1,8.01,24,0.27,0
39,129064,241320,300,64,4,11.76,48,0.44,0
19,41382,171688,351,37,4,15.14,48,0.31,1
40,55622,163752,652,113,2,19.96,36,0.69,1
37,131500,82393,798,52,1,4.71,12,0.68,0
48,91978,68846,360,47,1,5.58,60,0.33,0
42,113126,224959,825,116,3,7.89,24,0.76,0
30,48782,201926,618,105,4,17.1,12,0.39,1
43,127914,169809,355,108,3,4.66,60,0.73,0
20,124399,134249,840,56,2,19.79,12,0.15,0
38,137173,33823,567,80,2,13.31,60,0.74,0
27,28502,99816,352,40,3,7.51,24,0.2,1
52,112196,132584,811,85,4,6.21,48,0.57,0
46,24721,127765,482,11,2,9.42,60,0.3,0
27,73654,100031,825,116,1,11.32,60,0.4,0
22,40919,57571,681,56,1,7.74,36,0.87,0
22,15044,10526,756,49,1,21.96,60,0.88,0
59,44456,81352,563,20,3,23.11,60,0.13,0
20,142222,222072,303,54,1,3.4,60,0.15,0
68,138478,174526,409,31,4,8.41,60,0.85,0
20,116157,41426,386,25,2,15.53,60,0.51,0
21,40979,122140,363,42,2,14.72,48,0.49,1
57,61856,174213,661,75,3,18.37,48,0.82,0
58,93137,129700,480,50,3,3.26,60,0.73,0
18,99875,53524,822,51,2,9.16,48,0.44,0
44,30114,36959,449,85,4,21.08,12,0.64,0
53,72297,184028,363,114,4,5.99,24,0.45,0
63,87188,60972,447,21,1,20.3,48,0.78,0
18,67061,211874,553,116,2,7.44,36,0.69,0
56,123620,77890,720,100,1,14.75,12,0.76,0
19,42691,145814,458,119,3,23.67,48,0.27,0
23,43708,22565,670,12,4,15.2,36,0.52,1
40,96858,181614,374,97,3,14.33,24,0.41,0
63,65317,36728,386,47,1,24.35,12,0.19,0
51,127044,9617,539,81,1,9.06,60,0.1,0
52,129450,89822,632,72,2,8.72,48,0.57,0
21,19693,182989,389,73,4,18.68,12,0.7,0
27,77707,126411,540,76,3,7.07,24,0.79,0
39,125024,135702,376,29,3,15.65,12,0.35,0
66,40151,192855,421,51,2,4.51,48,0.32,0
18,100872,176941,486,119,4,24.15,60,0.37,1
67,36879,16288,368,89,1,24.02,12,0.54,0
39,144987,12186,684,83,4,16.94,12,0.45,0
56,106354,212859,500,56,4,6.55,36,0.69,1
55,37819,86900,637,83,1,2.53,24,0.42,0
37,147335,116003,520,13,2,13.23,24,0.22,1
64,126249,90293,792,24,3,14.61,36,0.66,0
49,106839,172773,437,31,2,12.74,48,0.81,1
26,92734,212398,483,65,2,20.62,48,0.17,0
48,132166,65443,579,50,2,10.09,48,0.5,0
28,66517,167372,658,5,2,19.75,60,0.61,1
43,109433,164977,617,11,3,24.28,24,0.22,0
43,56530,240906,562,95,2,12.94,36,0.32,1
56,54935,39661,750,32,3,12.77,36,0.53,0
29,84082,143294,408,26,3,14.84,12,0.47,0
39,42128,115774,399,74,3,2.7,36,0.77,0
52,98073,75917,833,59,4,17.95,60,0.23,0
53,127150,215384,694,87,2,24.4,36,0.31,0
21,84271,52426,713,90,1,20.56,60,0.63,0
58,91302,214001,764,92,1,22.91,12,0.37,0
57,15330,143982,632,110,3,8.88,48,0.54,0
19,35681,203223,305,73,4,10.95,12,0.14,0
24,25774,53391,546,7,1,2.49,60,0.35,1
26,147369,169730,693,109,2,23.02,36,0.42,0
24,51058,204278,552,110,3,8.63,48,0.38,0
63,18461,101565,394,117,1,22.32,60,0.81,0
20,35465,150242,788,98,3,18.7,60,0.53,0
38,133643,19305,575,48,1,9.45,12,0.79,0
53,106044,183972,489,110,4,12.88,60,0.6,0
26,116956,175654,479,12,2,15.9,12,0.77,0
64,148627,30070,630,108,1,16.48,24,0.53,0
40,129354,50987,700,9,2,3.04,36,0.51,0
34,147183,71377,549,38,2,20.93,24,0.17,0
35,26701,240182,721,12,1,21.51,12,0.82,1
31,26798,54278,738,17,1,23.13,36,0.53,0
58,106639,7763,633,58,2,6.65,60,0.33,0
43,93710,42053,737,28,2,13.34,12,0.49,0
56,123350,71016,394,29,2,16.2,24,0.62,1
57,22978,193897,578,102,2,8.5,48,0.41,1
61,109471,10327,347,112,4,14.48,36,0.51,0
25,123851,54610,642,84,4,8.27,48,0.33,0
51,38100,232664,630,101,2,24.97,24,0.25,0
50,110720,54328,556,0,2,6.5,36,0.59,0
67,21794,205571,628,41,3,8.59,48,0.53,1
58,128329,10312,770,14,2,13.24,48,0.57,0
33,23008,42046,558,24,1,13.52,48,0.64,0
42,124788,17132,538,95,4,8.56,12,0.52,0
58,85786,46490,367,21,3,2.74,12,0.16,0
27,60473,213377,735,103,2,2.84,36,0.4,0
32,39784,36250,525,10,4,23.46,60,0.62,0
48,53232,190481,811,101,1,3.54,36,0.26,1
61,113069,138249,312,53,3,20.56,60,0.72,0
61,85832,100311,658,98,2,9.21,48,0.62,0
55,89429,50105,743,95,3,11.49,12,0.12,0
34,70401,48314,493,79,2,16.03,60,0.22,0
50,97774,137284,351,5,3,9.85,24,0.16,0
27,134280,44719,516,102,1,9.74,36,0.71,0
62,115635,179112,680,90,1,18.07,36,0.47,0
42,37642,127653,388,8,2,23.41,48,0.25,0
66,122893,21864,490,119,4,7.1,48,0.54,0
28,46345,69154,447,31,1,5.37,24,0.28,0
41,24747,210305,445,113,2,9.58,60,0.88,0
18,24985,53463,502,100,4,24.52,24,0.6,0
28,70327,72966,376,12,4,3.86,60,0.82,0
65,39333,102824,707,80,4,24.99,24,0.62,1
65,85747,70509,502,95,1,12.92,12,0.28,0
37,48754,233863,498,93,4,22.69,60,0.65,0
46,44726,145653,534,53,4,20.48,48,0.83,0
64,81801,17311,703,0,4,14.2,24,0.26,0
48,117946,177383,790,1,2,7.32,48,0.64,0
63,116792,196032,690,83,4,10.05,24,0.5,0
56,127435,235784,796,65,1,2.3,60,0.4,0
19,64769,74898,603,119,2,21.0,48,0.34,0
32,15260,243154,359,92,4,8.69,12,0.2,1
69,58248,179744,641,58,3,11.58,36,0.51,0
33,20437,105764,609,32,2,17.47,24,0.57,0
59,50917,112932,519,79,1,9.72,12,0.55,0
27,78132,129999,302,38,4,6.83,60,0.29,0
18,24549,36547,733,38,4,21.74,24,0.71,0
42,118084,115154,787,8,2,16.24,60,0.21,0
43,24983,75021,676,107,4,10.67,48,0.34,0
46,43057,186713,318,80,3,19.01,24,0.72,0
42,41729,99035,848,49,3,15.95,12,0.64,0
54,82576,81539,729,57,4,20.4,60,0.13,0
46,30056,224090,362,41,4,14.44,36,0.53,1
47,136980,92692,563,43,3,23.91,36,0.57,0
26,88184,46532,754,27,3,4.52,12,0.28,0
59,46736,67232,798,58,4,11.73,12,0.36,0
54,100589,122841,577,79,4,19.22,48,0.25,0
57,81779,92898,739,45,4,8.76,24,0.6,0
21,34800,245911,622,46,3,2.47,60,0.13,1
49,93175,28097,621,88,1,15.72,12,0.89,0
47,137556,176861,848,73,3,17.07,48,0.56,0
36,33319,192488,499,13,1,15.65,36,0.76,0
53,109727,37240,477,48,1,24.59,12,0.8,0
38,94197,30727,330,45,2,8.84,36,0.12,0
33,132396,132288,447,8,4,15.06,12,0.37,1
65,59068,122822,421,73,2,6.85,48,0.84,0
30,141502,11449,780,74,4,5.9,60,0.83,0
28,142362,84531,603,51,4,14.01,36,0.31,0
60,30123,56455,488,93,1,6.32,36,0.56,0
43,73493,156802,769,70,4,13.41,24,0.53,0
22,97233,114257,310,23,1,17.33,60,0.37,0
44,131482,45659,342,10,1,13.77,12,0.79,1
60,118541,189162,775,81,3,2.68,36,0.7,0
22,89107,8948,815,17,3,21.48,36,0.3,0
31,31928,105430,796,42,2,10.83,24,0.41,0
34,17149,146700,345,0,1,22.57,24,0.29,1
64,114771,178986,791,3,2,9.7,36,0.74,0
40,36466,146845,757,117,1,14.29,12,0.71,0
34,80439,235633,629,113,3,13.96,60,0.85,0
30,100317,20263,824,93,3,20.01,48,0.65,0
18,30793,158750,684,39,4,14.95,60,0.51,1
53,46916,243387,354,74,3,22.1,48,0.75,0
45,95431,108221,529,104,3,22.07,24,0.7,0
21,52317,123282,553,94,2,23.75,24,0.23,0
64,17155,107396,786,74,3,23.71,12,0.83,1
53,31152,161375,359,82,3,22.05,12,0.3,0
30,88175,25516,708,7,3,9.4,60,0.82,0
48,73077,144653,749,75,2,10.0,48,0.62,1
30,121570,86709,654,119,2,13.92,60,0.57,0
44,137290,42837,452,114,4,9.34,24,0.66,0
64,59294,72553,544,19,2,9.29,60,0.23,0
53,137432,88135,418,112,2,6.21,12,0.28,0
68,46787,238280,626,28,3,6.11,48,0.43,0
67,148899,15324,334,90,3,3.79,60,0.33,0
60,99371,157859,513,10,4,19.2,48,0.8,0
44,43791,87538,745,71,2,11.94,36,0.76,0
46,31398,65593,753,24,2,9.02,12,0.58,0
53,146715,169527,660,36,1,23.96,24,0.29,0
33,81729,14787,520,85,3,9.17,12,0.37,0
31,47290,29113,737,69,4,6.05,36,0.26,0
38,112452,15384,763,29,2,4.74,24,0.26,0
61,36339,93808,451,106,3,8.67,12,0.3,0
32,127869,224023,756,23,1,23.45,48,0.35,0
51,126495,111935,371,64,2,11.32,24,0.65,0
23,45751,39569,371,88,2,6.4,36,0.38,0
41,107770,165040,673,63,1,20.13,12,0.22,0
28,36139,54362,525,63,2,12.28,12,0.5,0
19,109787,76580,763,46,4,20.71,36,0.53,0
45,18777,223063,691,48,2,21.73,48,0.35,1
46,87807,82599,738,20,1,16.28,24,0.8,0
60,40704,211464,450,21,3,9.33,24,0.56,0
18,81987,55747,454,42,4,9.96,48,0.23,0
38,36559,145125,829,107,4,6.74,48,0.19,0
57,108010,170937,329,53,2,10.24,24,0.38,0
39,85768,248148,739,12,4,5.72,36,0.82,1
59,28367,11257,507,32,2,9.32,60,0.21,0
29,147631,138248,522,10,3,15.99,36,0.57,1
58,110353,94794,570,95,3,10.44,24,0.61,0
26,48826,121373,744,6,2,16.62,24,0.58,1
54,142878,219417,761,29,1,18.97,12,0.4,0
34,51873,125918,797,104,4,7.4,48,0.3,0
20,52656,239692,517,26,3,8.3,24,0.14,0
48,50829,150588,679,65,1,4.24,60,0.27,0
40,82161,121435,398,37,4,19.19,48,0.78,0
59,126195,82958,392,56,1,23.45,36,0.21,0
66,121375,138428,302,65,3,2.9,12,0.82,0
38,122898,126130,758,8,2,4.42,36,0.68,0
39,111988,214583,329,2,3,2.15,48,0.64,0
62,145140,200349,688,52,3,22.33,48,0.48,0
43,31585,26308,529,90,2,15.13,60,0.48,0
64,108405,75770,538,3,2,5.53,36,0.82,0
40,110493,83096,421,102,4,14.48,60,0.29,0
43,113749,218885,672,73,2,19.58,60,0.76,0
32,97620,214606,300,11,2,10.14,48,0.82,0
62,146115,111429,393,83,2,22.82,48,0.68,0
63,18196,160810,446,46,1,7.87,48,0.85,0
39,39662,186856,733,79,2,21.85,48,0.83,0
36,115775,39212,826,88,4,21.64,48,0.43,0
41,74332,128456,630,83,4,4.47,36,0.18,0
50,90837,49728,678,85,3,13.75,60,0.29,0
24,75928,129806,367,74,3,11.68,12,0.63,0
65,82271,17015,747,57,3,21.16,60,0.14,0
54,51024,80625,523,82,4,24.28,12,0.78,0
62,112193,222943,508,69,4,17.77,24,0.86,0
25,119103,108286,599,89,1,5.22,60,0.75,1
41,25452,111693,458,22,1,10.8,12,0.52,0
33,81040,56449,821,71,4,24.99,48,0.45,0
66,37927,139894,697,62,3,20.49,60,0.19,0
66,110126,8199,433,37,2,6.24,12,0.4,0
23,139295,139921,375,62,3,14.21,60,0.29,0
26,148994,109631,453,115,1,8.54,60,0.48,0
67,58369,87115,781,25,3,20.08,36,0.6,0
34,48174,105124,803,73,3,8.79,12,0.88,0
42,59577,238879,597,38,1,8.75,36,0.82,0
22,99208,17813,729,66,2,24.77,24,0.13,1
38,69953,21589,411,99,4,3.39,24,0.54,0
38,58108,229800,421,35,3,9.98,36,0.57,0
32,78549,115895,613,58,2,8.64,36,0.12,0
18,116800,187908,501,62,2,22.74,24,0.27,1
69,77371,174696,445,68,2,8.94,48,0.29,0
44,137730,223677,759,53,1,21.66,12,0.77,0
44,95807,170220,400,28,3,7.08,60,0.19,0
27,50510,49669,562,7,3,23.64,48,0.23,0
52,108874,70147,510,6,3,7.15,60,0.14,0
55,122539,69570,333,77,3,21.15,36,0.88,0
26,123191,16581,399,64,4,24.43,48,0.63,0
40,120963,9955,667,88,2,6.68,48,0.34,0
60,81965,201913,327,112,1,5.03,36,0.69,0
35,33389,127364,623,64,1,22.86,24,0.15,0
23,68463,167135,370,38,3,2.32,36,0.32,0
61,122831,64237,535,94,3,20.14,36,0.37,0
59,47826,212148,632,81,4,9.43,60,0.44,0
68,47720,160570,738,27,4,13.5,12,0.1,0
37,135680,204835,840,76,4,21.52,36,0.64,0
43,57310,199262,463,110,2,4.64,12,0.59,0
58,96194,134600,663,49,2,8.61,24,0.84,0
69,35454,216130,797,5,3,13.99,36,0.23,0
57,43688,67664,802,29,2,17.0,48,0.75,0
57,71205,177897,508,71,4,23.04,60,0.74,0
59,78558,18375,573,77,4,24.39,24,0.68,0
57,26270,156495,489,61,1,5.65,60,0.44,0
27,111344,192738,817,111,1,5.14,48,0.11,0
62,29576,54385,776,77,2,19.91,12,0.87,0
49,96252,196870,542,82,3,11.49,12,0.14,0
49,43768,100596,846,96,1,17.89,36,0.27,0
51,95921,134907,591,94,4,2.83,36,0.38,0
57,83465,187750,590,98,1,5.07,36,0.58,0
20,52375,160632,437,107,1,12.69,12,0.72,0
64,25431,77773,555,21,1,16.15,24,0.72,1
37,48758,170382,848,49,1,8.06,60,0.35,0
62,60376,75321,334,27,1,9.62,48,0.45,0
58,56029,52117,644,44,2,18.9,60,0.8,0
49,55444,100316,667,117,4,17.71,36,0.1,0
24,81852,94362,464,82,3,9.01,36,0.54,0
46,77036,220146,389,5,3,19.63,12,0.59,1
60,29244,74007,339,44,1,22.79,48,0.83,0
31,25418,127671,813,110,1,22.53,60,0.82,0
33,116110,114653,374,82,1,8.98,24,0.11,0
25,90243,108667,427,33,1,21.25,60,0.13,0
66,42195,211049,649,95,3,3.19,24,0.2,0
44,29240,98740,651,106,1,18.17,12,0.43,0
27,76729,245644,349,17,3,19.7,24,0.81,1
21,24807,27473,440,40,2,13.88,36,0.68,0
56,46926,24031,471,53,2,9.12,36,0.75,0
26,120983,68598,388,99,4,5.59,60,0.88,0
29,86592,14672,827,17,4,18.76,48,0.21,0
50,120509,63631,505,39,1,8.56,12,0.74,0
35,134209,122449,609,70,3,14.91,48,0.49,0
59,83106,15408,733,40,3,13.94,24,0.28,0
27,25201,160826,720,57,3,12.1,36,0.62,1
64,95077,26509,329,91,2,24.07,12,0.48,0
64,33502,165534,356,21,4,8.42,48,0.47,0
19,32702,239639,509,95,1,2.61,24,0.44,1
67,62905,16141,685,111,4,7.47,36,0.61,0
67,101937,139447,817,20,3,21.74,48,0.23,0
46,136740,146544,403,35,1,11.92,48,0.34,0
55,130941,216827,714,93,4,5.42,12,0.58,0
40,29780,122446,365,96,3,5.89,60,0.72,0
30,119927,126807,311,101,4,11.68,60,0.27,0
57,116845,73736,685,96,3,15.79,60,0.2,0
33,25065,201061,834,12,2,4.89,36,0.74,0
63,34048,108785,638,22,3,19.7,36,0.74,0
58,57242,244472,612,31,1,9.89,36,0.38,0
35,24653,224928,610,74,4,15.51,12,0.67,0
58,54563,33856,537,33,2,21.17,12,0.66,0
55,137657,94196,795,23,4,2.93,60,0.49,0
48,56712,206684,653,92,3,22.89,48,0.44,0
39,18568,13710,421,9,3,22.44,48,0.62,0
37,139254,27809,707,9,2,8.47,48,0.5,1
23,90713,237517,528,92,1,20.75,24,0.35,0
62,73677,141094,531,79,2,10.6,48,0.9,0
58,100339,155638,509,0,1,18.79,24,0.56,0
58,37305,26479,823,92,1,19.72,48,0.4,0
45,81584,190003,831,72,4,15.7,12,0.23,0
36,68856,229434,542,25,4,8.1,60,0.26,1
44,105086,229043,457,48,4,13.99,36,0.3,1
35,20705,219302,705,113,1,19.08,12,0.58,0
50,141001,147490,566,100,3,6.84,24,0.29,0
69,78251,53092,651,31,1,17.17,60,0.65,0
50,116775,241202,442,83,2,19.73,60,0.53,0
58,129145,111194,373,35,2,18.84,60,0.65,0
47,137054,130316,343,0,4,23.7,12,0.2,0
57,41716,175954,738,43,4,8.23,48,0.25,0
57,130528,91943,300,78,2,16.79,36,0.5,0
50,121289,115626,318,113,2,11.64,36,0.82,0
40,71550,141160,847,3,4,20.4,48,0.24,1
65,81923,44489,425,93,1,14.15,12,0.62,0
29,134498,60296,386,8,4,10.66,12,0.6,0
68,56419,189077,692,86,3,10.45,12,0.34,0
55,48553,100261,729,81,2,5.2,36,0.35,0
60,26264,192317,382,38,2,16.0,60,0.59,0
48,82387,130158,576,51,4,3.01,12,0.52,0
51,53080,138577,817,104,3,16.57,60,0.39,0
23,73489,176440,487,88,3,15.88,36,0.43,0
40,40144,146546,336,22,3,7.17,48,0.24,0
36,24511,47009,820,52,3,8.42,12,0.9,0
51,96847,80103,745,99,4,21.19,60,0.11,0
55,52256,42711,462,55,3,3.46,36,0.45,1
55,18935,166658,651,47,1,7.16,36,0.37,0
55,44308,166435,459,73,4,12.99,36,0.46,0
62,135525,62409,603,61,1,7.09,48,0.17,0
43,142591,57106,535,56,4,15.76,60,0.2,0
67,18888,29302,642,113,1,13.7,60,0.33,0
51,93373,29920,779,35,1,14.7,12,0.23,0
69,21488,88964,788,3,3,3.08,36,0.44,0
68,29772,145936,458,38,3,16.74,24,0.56,0
40,78488,114203,417,118,3,9.88,12,0.46,0
23,92467,199152,641,64,2,10.91,48,0.33,1
33,141142,193081,366,98,4,24.27,24,0.22,1
21,52708,171265,824,76,4,16.2,12,0.4,0
21,51495,153574,565,0,3,16.43,12,0.68,0
28,43212,39395,370,113,2,8.42,12,0.56,0
49,127961,42386,527,90,3,10.81,48,0.87,0
21,128028,36407,811,49,1,9.14,12,0.46,0
44,43741,30323,840,107,3,22.17,36,0.56,0
50,40496,43701,663,22,4,6.08,12,0.29,0
37,45373,122902,663,86,2,22.35,12,0.13,0
29,121154,36415,828,64,2,4.84,48,0.88,0
20,93107,150047,727,49,3,12.71,36,0.51,0
56,77951,145162,343,72,1,22.14,24,0.39,1
61,35736,80347,774,61,3,9.11,36,0.86,0
35,29190,135907,396,117,3,12.35,12,0.49,0
21,144194,162859,442,76,1,8.22,36,0.17,0
35,85039,77679,592,42,2,16.25,24,0.5,0
55,69185,208985,634,95,1,19.21,24,0.66,0
49,19611,232034,511,38,3,21.04,24,0.81,1
24,49486,155301,419,40,4,9.97,36,0.72,0
38,84737,242103,317,86,4,20.73,60,0.17,0
25,73486,157608,548,81,1,10.59,24,0.62,0
31,145068,91901,370,4,4,9.98,24,0.21,0
65,25389,19679,329,64,4,15.53,36,0.68,0
31,82033,101678,435,47,4,18.4,12,0.7,0
44,147659,136226,343,41,1,17.62,36,0.12,0
43,62281,32278,839,23,3,6.91,36,0.2,0
23,15181,213093,513,40,2,12.14,12,0.31,1
51,131520,232323,778,70,1,5.45,24,0.56,0
62,145491,233141,385,117,2,6.12,24,0.88,0
66,123887,185234,736,18,4,15.6,60,0.46,0
53,115120,240301,459,40,2,8.24,36,0.31,0
35,145733,54376,555,103,4,2.23,12,0.33,0
63,84381,112352,705,47,3,9.26,36,0.79,0
38,55871,93417,526,9,2,2.96,36,0.65,0
30,27397,232166,328,101,4,11.35,60,0.4,0
63,73246,183954,602,23,3,18.64,12,0.51,0
37,39392,206217,541,56,4,17.7,36,0.78,1
55,75954,101703,795,116,2,7.64,36,0.33,0
69,124410,95668,608,38,1,5.41,12,0.81,0
27,138404,156956,631,47,4,17.69,60,0.2,0
61,53887,112738,760,87,1,4.17,12,0.77,0
65,73111,41220,573,19,2,19.41,36,0.41,0
24,39053,120733,300,89,3,10.85,36,0.15,0
53,132936,227990,435,84,3,17.81,48,0.21,0
47,101755,157320,393,7,2,4.28,60,0.14,0
44,16939,74399,684,101,3,24.58,36,0.42,1
26,28581,162516,436,89,2,6.01,36,0.71,1
32,51419,193199,639,59,4,7.97,48,0.42,0
60,146282,102027,408,99,1,12.59,48,0.21,0
47,50674,122697,768,92,4,11.99,48,0.66,0
64,147519,94067,398,114,3,6.94,36,0.56,0
22,133197,119423,337,53,1,11.81,60,0.27,0
26,111041,74520,801,91,2,18.31,24,0.23,0
69,110523,68769,400,83,1,12.78,12,0.62,0
41,77881,222070,668,83,3,23.38,36,0.36,0
66,64370,236772,719,2,2,22.97,60,0.56,0
52,106475,82655,367,106,2,4.4,48,0.18,0
35,71258,80747,461,72,2,20.62,60,0.14,0
30,105900,6282,824,85,1,20.53,60,0.63,0
35,45478,248873,311,118,2,13.11,60,0.47,0
36,76400,96682,668,4,4,3.7,48,0.37,0
